starvation_correct,trial_correct,i3S,coral_cam,Kilo_cam,Exp_n,Cage,date_cuno_in,time_cuno_in,ray1,ray2,cuno_size,cuno_location_found,grid,cuno_depth,color,tag_n,used,days_starved,date_coral_in,time_coral_in,date_finish,time_finish,trial_length,combo_specific_spp,combo_general_spp,coral_n,coral_spp_PISFC,coral_spp_general,cage_side,growth_form_1,max_d_1,ortho_d_1,height_1,p_alive_start_1,symbionts_1,p_alive_end_1,p_consumed_1,ranking_coral,rank_n,ate,N_eaten,consumed_FIRST,consumed_SECOND,not_consumed_1,not_consumed_2,order determined with video?,evidence from video,number of videos spent eating,date/time start eating,coral.visited.first,visited.coral.ate.first,comments
Y,Y,Y,N,N,33,C079,12/29/2020,12:05:00 PM,11,11,18,East of Anchor,C15,44,green/brown,PIC_09,N,7,1/5/2021,11:20:00 AM,1/12/2021,11:42:00 AM,7,PGRA_MCAP,PMEA_MCAP,1,MCAP,MCAP,NORTH,EF,15.5,10.5,6.5,25,0,25,0,NOT_EATEN,0,NO,one,PGRA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,ate only part of the PGRA
Y,Y,Y,N,N,33,C079,12/29/2020,12:05:00 PM,11,11,18,East of Anchor,C15,44,green/brown,PIC_09,N,7,1/5/2021,11:20:00 AM,1/12/2021,11:42:00 AM,7,PGRA_MCAP,PMEA_MCAP,2,PGRA,POSP,SOUTH,BR,15,8.5,16,45,0,20,0.56,FIRST,2,YES,one,PGRA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,ate only part of the PGRA
Y,Y,Y,N,N,34,C080,12/29/2020,11:11:00 AM,11,11.5,15,East of Anchor,A14,44,green/black,N095,N095,7,1/5/2021,11:27:00 AM,1/12/2021,11:45:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,MPAT,MPAT,SOUTH,EF,9.5,8,7.5,70,0,5,0.93,unknown,0.5,YES,both,BOTH,,,,unknown,N/A,N/A,N/A,,,"consumed both, wasn't able to tell the order"
Y,Y,Y,N,N,34,C080,12/29/2020,11:11:00 AM,11,11.5,15,East of Anchor,A14,44,green/black,N095,N095,7,1/5/2021,11:27:00 AM,1/12/2021,11:45:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,PMEA,POSP,NORTH,BR,10,9,9,60,1,0,1,unknown,0.5,YES,both,BOTH,,,,unknown,N/A,N/A,N/A,,,"consumed both, wasn't able to tell the order"
Y,Y,Y,N,N,35,C081,12/29/2020,12:05:00 PM,12,12,17,East of Anchor,C15,44,blue,N080,N080,7,1/5/2021,11:44:00 AM,1/12/2021,11:48:00 AM,7,PMEA_MCAP,PMEA_MCAP,1,MCAP,MCAP,NORTH,EF,4.5,2.5,2.5,80,0,80,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,35,C081,12/29/2020,12:05:00 PM,12,12,17,East of Anchor,C15,44,blue,N080,N080,7,1/5/2021,11:44:00 AM,1/12/2021,11:48:00 AM,7,PMEA_MCAP,PMEA_MCAP,2,PMEA,POSP,SOUTH,BR,3,2,2.5,80,0,0,1,FIRST,2,YES,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,Y,N,36,C077,1/12/2021,11:42:00 AM,10.5,10.5,18,East of Anchor,G13,37,green/brown,N019,N,9,1/21/2021,12:24:00 PM,1/31/2021,9:45:00 AM,10,PMEA_MCAP,PMEA_MCAP,1,PMEA,POSP,NORTH,BR,5,4.5,5,80,0,0,1,FIRST,2,YES,both,PMEA,MCAP,,,,,,,,,
N,N,Y,Y,N,36,C077,1/12/2021,11:42:00 AM,10.5,10.5,18,East of Anchor,G13,37,green/brown,N019,N,9,1/21/2021,12:24:00 PM,1/31/2021,9:45:00 AM,10,PMEA_MCAP,PMEA_MCAP,2,MCAP,MCAP,SOUTH,EF,13,6.5,6,30,0,0,1,SECOND,1,YES,both,PMEA,MCAP,,,,,,,,,
N,N,Y,N,N,37,C078,1/12/2021,11:42:00 AM,11.5,11,14,East of Anchor,G13,35,yellow/brown,N040,N040,9,1/21/2021,12:26:00 PM,1/31/2021,9:46:00 AM,10,PMEA_MPAT,PMEA_MPAT,1,PMEA,POSP,NORTH,BR,5.5,2.5,3.5,90,0,0,1,FIRST,2,YES,one,PMEA,,MPAT,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,N,N,37,C078,1/12/2021,11:42:00 AM,11.5,11,14,East of Anchor,G13,35,yellow/brown,N040,N040,9,1/21/2021,12:26:00 PM,1/31/2021,9:46:00 AM,10,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,SOUTH,EF,5.5,5,2.5,25,0,25,0,NOT_EATEN,0,NO,one,PMEA,,MPAT,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,N,N,39,C080,1/12/2021,11:42:00 AM,14,14,22,East of Anchor,G12,32,red/yellow,PIC_14,N,9,1/21/2021,12:32:00 PM,1/31/2021,9:48:00 AM,10,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,9,9.5,10.5,80,0,80,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,N,N,39,C080,1/12/2021,11:42:00 AM,14,14,22,East of Anchor,G12,32,red/yellow,PIC_14,N,9,1/21/2021,12:32:00 PM,1/31/2021,9:48:00 AM,10,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,12,8.5,6.5,45,0,0,1,FIRST,2,YES,one,MPAT,,PLOB,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,Y,N,40,C081,1/12/2021,11:42:00 AM,10.5,12,18,East of Anchor,G13,37,light green,N051,N,9,1/21/2021,12:37:00 PM,1/31/2021,9:51:00 AM,10,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,11.5,8.5,9.5,85,0,85,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,,,,,,,"cage started rolling around, coral broke off and then in 2"
N,N,Y,Y,N,40,C081,1/12/2021,11:42:00 AM,10.5,12,18,East of Anchor,G13,37,light green,N051,N,9,1/21/2021,12:37:00 PM,1/31/2021,9:51:00 AM,10,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,14,9,7,40,0,0,1,FIRST,2,YES,one,MPAT,,PLOB,,,,,,,,"cage started rolling around, coral broke off and then in 2"
N,Y,Y,Y,N,41,C077,1/31/2021,1:15:00 PM,10,10,17,Trios,J12,29,green/blue,PIC_25,PIC_25,4,2/4/2021,10:30:00 AM,2/11/2021,10:30:00 AM,7,PCOM_MCAP,PCOM_MCAP,1,PCOM,PCOM,NORTH,KN,8,3,5.5,40,0,40,0,NOT_EATEN,0,NO,none,,,PCOM,MCAP,,,,,,,"the corals looked like they could have possibly been eaten, not really sure if they were bu I don’t think so. The video the cuno spends a lot of time next to mcap but didn’t actually see it feeding"
N,Y,Y,Y,N,41,C077,1/31/2021,1:15:00 PM,10,10,17,Trios,J12,29,green/blue,PIC_25,PIC_25,4,2/4/2021,10:30:00 AM,2/11/2021,10:30:00 AM,7,PCOM_MCAP,PCOM_MCAP,2,MCAP,MCAP,SOUTH,EF,6.5,3,2,45,0,45,0,NOT_EATEN,0,NO,none,,,PCOM,MCAP,,,,,,,"the corals looked like they could have possibly been eaten, not really sure if they were bu I don’t think so. The video the cuno spends a lot of time next to mcap but didn’t actually see it feeding"
N,Y,Y,Y,N,42,C078,1/31/2021,1:15:00 PM,11.5,11.5,20,East of Anchor,G12,36,red/yellow,PIC_24,PIC_24,4,2/4/2021,10:55:00 AM,2/11/2021,10:30:00 AM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,SOUTH,MD,12.5,10,11.5,75,0,75,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,,,,,,,
N,Y,Y,Y,N,42,C078,1/31/2021,1:15:00 PM,11.5,11.5,20,East of Anchor,G12,36,red/yellow,PIC_24,PIC_24,4,2/4/2021,10:55:00 AM,2/11/2021,10:30:00 AM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,NORTH,EF,16.5,16.5,8.5,35,0,5,0.86,FIRST,2,YES,one,MPAT,,PLOB,,,,,,,,
N,Y,Y,Y,N,43,C079,1/31/2021,11:25:00 AM,13,13,19,Trios,L11,29,yellow/brown,PIC_19,PIC_19,4,2/4/2021,11:00:00 AM,2/11/2021,10:30:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,PMEA,POSP,NORTH,BR,10.5,5.5,12.5,30,1,0,1,SECOND,1,YES,both,MPAT,PMEA,,,,,,,,,got order of feeding from video. 
N,Y,Y,Y,N,43,C079,1/31/2021,11:25:00 AM,13,13,19,Trios,L11,29,yellow/brown,PIC_19,PIC_19,4,2/4/2021,11:00:00 AM,2/11/2021,10:30:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,SOUTH,EF,9,5,6,25,0,5,0.8,FIRST,2,YES,both,MPAT,PMEA,,,,,,,,,got order of feeding from video. 
N,Y,Y,N,N,45,C081,1/31/2021,11:25:00 AM,10,10.5,20,Trios,L11,30,green/brown,PIC_20,N,4,2/4/2021,11:14:00 AM,2/11/2021,10:30:00 AM,7,PCOM_MPAT,PCOM_MPAT,1,PCOM,PCOM,SOUTH,KN,8,4,9.5,80,0,30,0.63,unknown,0.5,YES,both,BOTH,,,,unknown,N/A,N/A,N/A,,,I am pretty sure the compressa was eaten 
N,Y,Y,N,N,45,C081,1/31/2021,11:25:00 AM,10,10.5,20,Trios,L11,30,green/brown,PIC_20,N,4,2/4/2021,11:14:00 AM,2/11/2021,10:30:00 AM,7,PCOM_MPAT,PCOM_MPAT,2,MPAT,MPAT,NORTH,EF,7.5,2,3,35,0,0,1,unknown,0.5,YES,both,BOTH,,,,unknown,N/A,N/A,N/A,,,I am pretty sure the compressa was eaten 
Y,N,Y,N,N,46,C077,2/11/2021,11:16:00 AM,10.5,11.5,16,East of Anchor,B13,44,green/black,N095,N095,7,2/18/2021,11:45:00 AM,3/4/2021,10:47:00 AM,14,PMEA_MCAP,PMEA_MCAP,1,PMEA,POSP,NORTH,BR,6.5,1,5.5,80,0,0,1,FIRST,2,YES,one,PMEA,,MCAP,,,,,,,,
Y,N,Y,N,N,46,C077,2/11/2021,11:16:00 AM,10.5,11.5,16,East of Anchor,B13,44,green/black,N095,N095,7,2/18/2021,11:45:00 AM,3/4/2021,10:47:00 AM,14,PMEA_MCAP,PMEA_MCAP,2,MCAP,MCAP,SOUTH,EF,3,2.5,2.5,55,0,55,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,,,,,,,
Y,N,Y,half,N,47,C078,2/11/2021,11:16:00 AM,12.5,11.5,21,East of Anchor,C14,44,green,PIC_29,PIC_29,7,2/18/2021,12:00:00 PM,3/4/2021,10:43:00 AM,14,PMEA_MCAP,PMEA_MCAP,1,PMEA,POSP,SOUTH,BR,4,3,6.5,90,0,9,0.9,FIRST,2,YES,both,PMEA,MCAP,,,,,,,,,
Y,N,Y,half,N,47,C078,2/11/2021,11:16:00 AM,12.5,11.5,21,East of Anchor,C14,44,green,PIC_29,PIC_29,7,2/18/2021,12:00:00 PM,3/4/2021,10:43:00 AM,14,PMEA_MCAP,PMEA_MCAP,2,MCAP,MCAP,NORTH,EF,5,3,2.5,60,0,5,0.92,SECOND,1,YES,both,PMEA,MCAP,,,,,,,,,
Y,N,Y,Y,N,48,C079,2/11/2021,11:16:00 AM,12,11.5,16,East of Anchor,A14,40,yellow,N028,N028,7,2/18/2021,12:07:00 PM,3/4/2021,10:36:00 AM,14,PMEA_PCOM,PMEA_PCOM,1,PMEA,POSP,NORTH,BR,10,6,8.5,80,1,0,1,FIRST,2,YES,both,PMEA,PCOM,,,,,,,,,might have been eating the orange stringy stuff that was on the rock with the compressa; unintentionally eating PCOM
Y,N,Y,Y,N,48,C079,2/11/2021,11:16:00 AM,12,11.5,16,East of Anchor,A14,40,yellow,N028,N028,7,2/18/2021,12:07:00 PM,3/4/2021,10:36:00 AM,14,PMEA_PCOM,PMEA_PCOM,2,PCOM,PCOM,SOUTH,KN,11.5,7.5,8.5,50,0,30,0.4,SECOND,1,YES,both,PMEA,PCOM,,,,,,,,,might have been eating the orange stringy stuff that was on the rock with the compressa; unintentionally eating PCOM
N,N,Y,Y,N,51,C152,3/4/2021,10:45:00 AM,11.5,11.5,20,Dagger,E8,32,green/brown,PIC_36,N,14,3/18/2021,4:09:00 PM,3/28/2021,12:30:00 PM,10,MCAP_MPAT,MCAP_MPAT,1,MCAP,MCAP,SOUTH,EF,8,6.5,2.5,30,0,0,1,SECOND,1,YES,both,MPAT,MCAP,,,,,,,,,did't see eating MCAP but ate MPAT within a day of starting trial
N,N,Y,Y,N,51,C152,3/4/2021,10:45:00 AM,11.5,11.5,20,Dagger,E8,32,green/brown,PIC_36,N,14,3/18/2021,4:09:00 PM,3/28/2021,12:30:00 PM,10,MCAP_MPAT,MCAP_MPAT,2,MPAT,MPAT,NORTH,EF,10,9.5,4,40,0,0,1,FIRST,2,YES,both,MPAT,MCAP,,,,,,,,,did't see eating MCAP but ate MPAT within a day of starting trial
N,N,Y,N,N,52,C079,3/4/2021,10:45:00 AM,11,11.5,19,East of Anchor,G10,33,green/yellow,PIC_34,N,14,3/18/2021,4:15:00 PM,3/28/2021,12:33:00 PM,10,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,6.5,5,2.5,60,0,0,1,unknown,0.5,YES,both,BOTH,,,,unknown,N/A,N/A,N/A,,,
N,N,Y,N,N,52,C079,3/4/2021,10:45:00 AM,11,11.5,19,East of Anchor,G10,33,green/yellow,PIC_34,N,14,3/18/2021,4:15:00 PM,3/28/2021,12:33:00 PM,10,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,13.5,5,7,35,0,0,1,unknown,0.5,YES,both,BOTH,,,,unknown,N/A,N/A,N/A,,,
N,N,Y,Y,N,53,C078,3/4/2021,10:45:00 AM,12,11,20,East of Anchor,F10,34,green/brown,PIC_33,N,14,3/18/2021,4:17:00 PM,3/28/2021,12:37:00 PM,10,MCAP_MPAT,MCAP_MPAT,1,MCAP,MCAP,SOUTH,EF,11.5,10.5,5.5,40,0,0,1,unknown,0.5,YES,both,BOTH,,,,,,,,,,ate MCAP by 3/23 but wasn't able to see it eating MPAT in the videos
N,N,Y,Y,N,53,C078,3/4/2021,10:45:00 AM,12,11,20,East of Anchor,F10,34,green/brown,PIC_33,N,14,3/18/2021,4:17:00 PM,3/28/2021,12:37:00 PM,10,MCAP_MPAT,MCAP_MPAT,2,MPAT,MPAT,NORTH,EF,12,7,4.5,35,0,0,1,unknown,0.5,YES,both,BOTH,,,,,,,,,,ate MCAP by 3/23 but wasn't able to see it eating MPAT in the videos
N,N,Y,N,N,54,C077,3/4/2021,10:45:00 AM,10,10.5,17,East of Anchor,A14,50,yellow/black,PIC_31,PIC_31,14,3/18/2021,4:15:00 PM,3/28/2021,12:41:00 PM,10,MCAP_MPAT,MCAP_MPAT,1,MPAT,MPAT,SOUTH,EF,8,6,4,25,0,25,0,NOT_EATEN,0,NO,one,MCAP,,MPAT,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,N,N,54,C077,3/4/2021,10:45:00 AM,10,10.5,17,East of Anchor,A14,50,yellow/black,PIC_31,PIC_31,14,3/18/2021,4:15:00 PM,3/28/2021,12:41:00 PM,10,MCAP_MPAT,MCAP_MPAT,2,MCAP,MCAP,NORTH,EF,5,3,2.5,20,0,0,1,FIRST,2,YES,one,MCAP,,MPAT,,no video.ate one,N/A,N/A,N/A,,,
N,N,Y,Y,N,55,C153,3/4/2021,10:45:00 AM,13,13,21,East of Anchor,D12,36,blue/yellow,PIC_26,PIC_26,14,3/18/2021,4:13:00 PM,3/28/2021,12:49:00 PM,10,MCAP_MPAT,MCAP_MPAT,1,MCAP,MCAP,NORTH,EF,3,2.5,2,50,0,0,1,SECOND,1,YES,both,MPAT,MCAP,,,,,,,,,ate MPAT 3/21 and MCAP 3/22
N,N,Y,Y,N,55,C153,3/4/2021,10:45:00 AM,13,13,21,East of Anchor,D12,36,blue/yellow,PIC_26,PIC_26,14,3/18/2021,4:13:00 PM,3/28/2021,12:49:00 PM,10,MCAP_MPAT,MCAP_MPAT,2,MPAT,MPAT,SOUTH,EF,7.5,4.5,4.5,40,0,0,1,FIRST,2,YES,both,MPAT,MCAP,,,,,,,,,ate MPAT 3/21 and MCAP 3/22
N,Y,Y,N,N,56,C152,4/3/2021,11:00:00 AM,10.5,11,16,Circle,O11,20,green/red,N058,N,5,4/8/2021,10:30:00 AM,4/15/2021,11:50:00 AM,7,PCOM_MCAP,PCOM_MCAP,1,PCOM,PCOM,SOUTH,KN,9.5,6.5,2.5,65,0,65,0,NOT_EATEN,0,NO,one,MCAP,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,56,C152,4/3/2021,11:00:00 AM,10.5,11,16,Circle,O11,20,green/red,N058,N,5,4/8/2021,10:30:00 AM,4/15/2021,11:50:00 AM,7,PCOM_MCAP,PCOM_MCAP,2,MCAP,MCAP,NORTH,EF,9,6.5,3,55,0,0,1,FIRST,2,YES,one,MCAP,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,57,C079,4/3/2021,11:00:00 AM,11.5,11.5,20,Circle,N11,20,light green,PIC_04,PIC_04,5,4/8/2021,10:35:00 AM,4/15/2021,11:52:00 AM,7,PCOM_MCAP,PCOM_MCAP,1,PCOM,PCOM,SOUTH,KN,3.5,2,3,60,0,60,0,NOT_EATEN,0,NO,none,,,PCOM,MCAP,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,57,C079,4/3/2021,11:00:00 AM,11.5,11.5,20,Circle,N11,20,light green,PIC_04,PIC_04,5,4/8/2021,10:35:00 AM,4/15/2021,11:52:00 AM,7,PCOM_MCAP,PCOM_MCAP,2,MCAP,MCAP,NORTH,EF,5,3,1,40,0,40,0,NOT_EATEN,0,NO,none,,,PCOM,MCAP,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,58,C078,4/3/2021,11:00:00 AM,13,13,20,Trios,K12,29,green/red,PIC_46,PIC_46,5,4/8/2021,11:00:00 AM,4/15/2021,11:55:00 AM,7,PLOB_MCAP,PLOB_MCAP,1,PLOB,PORM,NORTH,MD,7,6,2,50,0,50,0,NOT_EATEN,0,NO,none,,,PLOB,MCAP,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,58,C078,4/3/2021,11:00:00 AM,13,13,20,Trios,K12,29,green/red,PIC_46,PIC_46,5,4/8/2021,11:00:00 AM,4/15/2021,11:55:00 AM,7,PLOB_MCAP,PLOB_MCAP,2,MCAP,MCAP,SOUTH,EF,9,3,4,40,0,40,0,NOT_EATEN,0,NO,none,,,PLOB,MCAP,no video.didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,N,59,C077,4/3/2021,11:00:00 AM,10,10,19,Circle,N11,20,blue/green,PIC_25,PIC_25,5,4/8/2021,11:15:00 AM,4/15/2021,12:00:00 PM,7,PCOM_MPAT,PCOM_MPAT,1,PCOM,PCOM,NORTH,KN,7.5,3,4,25,0,5,0.8,FIRST,2,YES,one,MPAT,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,59,C077,4/3/2021,11:00:00 AM,10,10,19,Circle,N11,20,blue/green,PIC_25,PIC_25,5,4/8/2021,11:15:00 AM,4/15/2021,12:00:00 PM,7,PCOM_MPAT,PCOM_MPAT,2,MPAT,MPAT,SOUTH,EF,7.5,5,4.5,15,0,15,0,NOT_EATEN,0,NO,one,MPAT,,PCOM,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,Y,N,60,C153,4/3/2021,11:00:00 AM,11.5,11,20,Lobata field,K10,29,red/yellow,PIC_24,PIC_24,5,4/8/2021,11:05:00 AM,4/15/2021,12:03:00 PM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,SOUTH,MD,10,9,8,70,0,70,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,,,,,,,
N,Y,Y,Y,N,60,C153,4/3/2021,11:00:00 AM,11.5,11,20,Lobata field,K10,29,red/yellow,PIC_24,PIC_24,5,4/8/2021,11:05:00 AM,4/15/2021,12:03:00 PM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,NORTH,EF,14,8,7,40,0,0,1,FIRST,2,YES,one,MPAT,,PLOB,,,,,,,,
Y,Y,Y,Y,N,61,C153,4/15/2021,12:00:00 PM,13,12.5,22,Split,H8,30,green/brown,PIC_49,N,7,4/22/2021,11:55:00 AM,4/29/2021,10:05:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,PMEA,POSP,NORTH,BR,14,11,12,80,1,0,1,FIRST,2,YES,both,PMEA,MPAT,,,,,,,,,Ate MPAT on 4/28 at 7am
Y,Y,Y,Y,N,61,C153,4/15/2021,12:00:00 PM,13,12.5,22,Split,H8,30,green/brown,PIC_49,N,7,4/22/2021,11:55:00 AM,4/29/2021,10:05:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,SOUTH,EF,20.5,16.5,10.5,30,0,15,0.5,SECOND,1,YES,both,PMEA,MPAT,,,,,,,,,Ate MPAT on 4/28 at 7am
Y,Y,Y,Y,N,62,C077,4/15/2021,12:00:00 PM,13.5,14,21,Dagger,F7,31,blue/brown,PIC_26,PIC_26,7,4/22/2021,11:58:00 AM,4/29/2021,10:06:00 AM,7,MCAP_MPAT,MCAP_MPAT,1,MCAP,MCAP,NORTH,EF,6.5,6,2.5,35,0,35,0,NOT_EATEN,0,NO,one,MPAT,,MCAP,,,,,,,,
Y,Y,Y,Y,N,62,C077,4/15/2021,12:00:00 PM,13.5,14,21,Dagger,F7,31,blue/brown,PIC_26,PIC_26,7,4/22/2021,11:58:00 AM,4/29/2021,10:06:00 AM,7,MCAP_MPAT,MCAP_MPAT,2,MPAT,MPAT,SOUTH,EF,8.5,3,2,40,0,0,1,FIRST,2,YES,one,MPAT,,MCAP,,,,,,,,
N,Y,Y,N,N,64,C079,4/3/2021,11:00:00 AM,10.5,10.5,16,Circle,M11,28,yellow,T0046,T0046,19,4/22/2021,12:04:00 PM,4/29/2021,10:08:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,PMEA,POSP,NORTH,BR,5.5,9.5,7.5,85,0,0,1,FIRST,2,YES,one,PMEA,,MPAT,,no video.ate one,N/A,N/A,N/A,,,
N,Y,Y,N,N,64,C079,4/3/2021,11:00:00 AM,10.5,10.5,16,Circle,M11,28,yellow,T0046,T0046,19,4/22/2021,12:04:00 PM,4/29/2021,10:08:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,SOUTH,EF,11.5,10.5,11.5,30,0,30,0,NOT_EATEN,0,NO,one,PMEA,,MPAT,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,65,C152,4/15/2021,12:00:00 PM,10.5,10.5,16,Stump,J5,17,yellow/orange,PIC_48,PIC_48,7,4/22/2021,12:07:00 PM,4/29/2021,10:09:00 AM,7,MCAP_MPAT,MCAP_MPAT,1,MCAP,MCAP,SOUTH,EF,3.5,2.5,0.5,50,0,50,0,NOT_EATEN,0,NO,one,MPAT,,MCAP,,,,,,,,
Y,Y,Y,N,N,65,C152,4/15/2021,12:00:00 PM,10.5,10.5,16,Stump,J5,17,yellow/orange,PIC_48,PIC_48,7,4/22/2021,12:07:00 PM,4/29/2021,10:09:00 AM,7,MCAP_MPAT,MCAP_MPAT,2,MPAT,MPAT,NORTH,EF,6.5,5,2.5,25,0,0,1,FIRST,2,YES,one,MPAT,,MCAP,,,,,,,,
Y,Y,Y,Y,N,66,C153,4/29/2021,3:10:00 PM,12.5,12,18,Circle,N11,28,yellow/brown,PIC_55,N,7,5/6/2021,1:55:00 PM,5/13/2021,11:05:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,PMEA,POSP,NORTH,BR,8,4.5,5.5,85,1,0,1,FIRST,2,YES,one,PMEA,,MPAT,,ate one,coral went from color to white from 5/7 to 5/8,0,5/7/2021 overnight,,,
Y,Y,Y,Y,N,66,C153,4/29/2021,3:10:00 PM,12.5,12,18,Circle,N11,28,yellow/brown,PIC_55,N,7,5/6/2021,1:55:00 PM,5/13/2021,11:05:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,SOUTH,EF,11,5,4,35,0,35,0,NOT_EATEN,0,NO,one,PMEA,,MPAT,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,67,C077,4/29/2021,3:10:00 PM,8.5,8.5,15,Trios,M11,29,yellow/brown,PIC_56,N,7,5/6/2021,11:45:00 AM,5/13/2021,11:01:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,PMEA,POSP,SOUTH,BR,4.5,3.5,7.5,50,1,0,1,FIRST,2,YES,both,PMEA,MPAT,,,Y,coral went from color to white from 5/6 to 5/7,0,5/6/21 overnight,,,"algae on POSP, not MPAT -  also suggests POSP eaten first"
Y,Y,Y,Y,N,67,C077,4/29/2021,3:10:00 PM,8.5,8.5,15,Trios,M11,29,yellow/brown,PIC_56,N,7,5/6/2021,11:45:00 AM,5/13/2021,11:01:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,NORTH,EF,5.5,3.5,3.5,85,0,0,1,SECOND,1,YES,both,PMEA,MPAT,,,Y,ate on video,12,5/10/2021 7:00,,,"algae on POSP, not MPAT -  also suggests POSP eaten first"
Y,Y,Y,Y,N,68,C078,4/29/2021,3:10:00 PM,11,11.5,17,Trios,J12,26,green/black,PIC_54,N,7,5/6/2021,11:30:00 AM,5/13/2021,10:58:00 AM,7,MCAP_MPAT,MCAP_MPAT,1,MPAT,MPAT,SOUTH,EF,8.5,7,4,40,0,40,0,NOT_EATEN,0,NO,none,,,MPAT,MCAP,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,68,C078,4/29/2021,3:10:00 PM,11,11.5,17,Trios,J12,26,green/black,PIC_54,N,7,5/6/2021,11:30:00 AM,5/13/2021,10:58:00 AM,7,MCAP_MPAT,MCAP_MPAT,2,MCAP,MCAP,NORTH,EF,7.5,5,4,35,0,35,0,NOT_EATEN,0,NO,none,,,MPAT,MCAP,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,69,C079,4/29/2021,3:10:00 PM,12,12.5,17,Circle,N11,28,aqua,PIC_04,PIC_04,7,5/6/2021,11:15:00 AM,5/13/2021,10:53:00 AM,7,PMEA_MCAP,PMEA_MCAP,1,PMEA,POSP,SOUTH,BR,6,5,5.5,40,1,0,1,FIRST,2,YES,one,PMEA,,MCAP,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,Y,N,69,C079,4/29/2021,3:10:00 PM,12,12.5,17,Circle,N11,28,aqua,PIC_04,PIC_04,7,5/6/2021,11:15:00 AM,5/13/2021,10:53:00 AM,7,PMEA_MCAP,PMEA_MCAP,2,MCAP,MCAP,NORTH,EF,6.5,5,4,30,0,30,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,70,C152,4/29/2021,3:10:00 PM,11.5,11.5,19,Circle,N12,28,yellow/black,PIC_03,PIC_03,7,5/6/2021,10:55:00 AM,5/13/2021,10:50:00 AM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,SOUTH,MD,9.5,6,5.5,60,0,60,0,NOT_EATEN,0,YES,one,MPAT,,PLOB,,ate one,N/A,N/A,N/A,,,
